引き込みゃ	動詞,自立,*,*,五段・マ行,基本縮約,引き込む,ヒキコミャ,ヒキコミャ
香っ	動詞,自立,*,*,五段・ラ行,基本縮約,香る,カオッ,カオッ
せめあぐみゃ	動詞,自立,*,*,五段・マ行,基本縮約,せめあぐむ,セメアグミャ,セメアグミャ
払い戻せっ	動詞,自立,*,*,一段,基本縮約,払い戻せる,ハライモドセッ,ハライモドセッ
さしかざしゃ	動詞,自立,*,*,五段・サ行,基本縮約,さしかざす,サシカザシャ,サシカザシャ
ひっぱっ	動詞,自立,*,*,五段・ラ行,基本縮約,ひっぱる,ヒッパッ,ヒッパッ
似つきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,似つく,ニツキャ,ニツキャ
用いっ	動詞,自立,*,*,一段,基本縮約,用いる,モチイッ,モチイッ
とりさげっ	動詞,自立,*,*,一段,基本縮約,とりさげる,トリサゲッ,トリサゲッ
取り混ぜっ	動詞,自立,*,*,一段,基本縮約,取り混ぜる,トリマゼッ,トリマゼッ
ほだされっ	動詞,自立,*,*,一段,基本縮約,ほだされる,ホダサレッ,ホダサレッ
いきつけっ	動詞,自立,*,*,一段,基本縮約,いきつける,イキツケッ,イキツケッ
目指しゃ	動詞,自立,*,*,五段・サ行,基本縮約,目指す,メザシャ,メザシャ
立ち直れっ	動詞,自立,*,*,一段,基本縮約,立ち直れる,タチナオレッ,タチナオレッ
てつだえっ	動詞,自立,*,*,一段,基本縮約,てつだえる,テツダエッ,テツダエッ
きりたおせっ	動詞,自立,*,*,一段,基本縮約,きりたおせる,キリタオセッ,キリタオセッ
拝めっ	動詞,自立,*,*,一段,基本縮約,拝める,オガメッ,オガメッ
落ちこみゃ	動詞,自立,*,*,五段・マ行,基本縮約,落ちこむ,オチコミャ,オチコミャ
かちゃ	動詞,自立,*,*,五段・タ行,基本縮約,かつ,カチャ,カチャ
焙っ	動詞,自立,*,*,五段・ラ行,基本縮約,焙る,アブッ,アブッ
としとっ	動詞,自立,*,*,五段・ラ行,基本縮約,としとる,トシトッ,トシトッ
犇めきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,犇めく,ヒシメキャ,ヒシメキャ
ごろつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ごろつく,ゴロツキャ,ゴロツキャ
翻せっ	動詞,自立,*,*,一段,基本縮約,翻せる,ヒルガエセッ,ヒルガエセッ
くずしゃ	動詞,自立,*,*,五段・サ行,基本縮約,くずす,クズシャ,クズシャ
扱えっ	動詞,自立,*,*,一段,基本縮約,扱える,アツカエッ,アツカエッ
哭きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,哭く,ナキャ,ナキャ
とびでっ	動詞,自立,*,*,一段,基本縮約,とびでる,トビデッ,トビデッ
書き留めっ	動詞,自立,*,*,一段,基本縮約,書き留める,カキトメッ,カキトメッ
悩みゃ	動詞,自立,*,*,五段・マ行,基本縮約,悩む,ナヤミャ,ナヤミャ
のがれっ	動詞,自立,*,*,一段,基本縮約,のがれる,ノガレッ,ノガレッ
突き刺さっ	動詞,自立,*,*,五段・ラ行,基本縮約,突き刺さる,ツキササッ,ツキササッ
役だちゃ	動詞,自立,*,*,五段・タ行,基本縮約,役だつ,ヤクダチャ,ヤクダチャ
とげっ	動詞,自立,*,*,一段,基本縮約,とげる,トゲッ,トゲッ
勝っ	動詞,自立,*,*,五段・ラ行,基本縮約,勝る,マサッ,マサッ
ぶった切っ	動詞,自立,*,*,五段・ラ行,基本縮約,ぶった切る,ブッタギッ,ブッタギッ
読み解きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,読み解く,ヨミトキャ,ヨミトキャ
惹きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,惹く,ヒキャ,ヒキャ
きらしゃ	動詞,自立,*,*,五段・サ行,基本縮約,きらす,キラシャ,キラシャ
穿ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,穿つ,ウガチャ,ウガチャ
巻き付けっ	動詞,自立,*,*,一段,基本縮約,巻き付ける,マキツケッ,マキツケッ
るいすっ	動詞,自立,*,*,サ変・−スル,基本縮約,るいする,ルイスッ,ルイスッ
うけあえっ	動詞,自立,*,*,一段,基本縮約,うけあえる,ウケアエッ,ウケアエッ
差し響きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,差し響く,サシヒビキャ,サシヒビキャ
ふみつけっ	動詞,自立,*,*,一段,基本縮約,ふみつける,フミツケッ,フミツケッ
ならわせっ	動詞,自立,*,*,一段,基本縮約,ならわせる,ナラワセッ,ナラワセッ
っくすっ	動詞,自立,*,*,サ変・−スル,基本縮約,りゃくする,ックスッ,ックスッ
へせっ	動詞,自立,*,*,一段,基本縮約,へせる,ヘセッ,ヘセッ
通いつめっ	動詞,自立,*,*,一段,基本縮約,通いつめる,カヨイツメッ,カヨイツメッ
なげきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,なげく,ナゲキャ,ナゲキャ
みつぎゃ	動詞,自立,*,*,五段・ガ行,基本縮約,みつぐ,ミツギャ,ミツギャ
かがしゃ	動詞,自立,*,*,五段・サ行,基本縮約,かがす,カガシャ,カガシャ
伸し歩きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,伸し歩く,ノシアルキャ,ノシアルキャ
くばれっ	動詞,自立,*,*,一段,基本縮約,くばれる,クバレッ,クバレッ
縛り付けっ	動詞,自立,*,*,一段,基本縮約,縛り付ける,シバリツケッ,シバリツケッ
みすえっ	動詞,自立,*,*,一段,基本縮約,みすえる,ミスエッ,ミスエッ
暮らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,暮らす,クラシャ,クラシャ
持ちこみゃ	動詞,自立,*,*,五段・マ行,基本縮約,持ちこむ,モチコミャ,モチコミャ
掛かっ	動詞,自立,*,*,五段・ラ行,基本縮約,掛かる,カカッ,カカッ
噎せ返っ	動詞,自立,*,*,五段・ラ行,基本縮約,噎せ返る,ムセカエッ,ムセカエッ
混じっ	動詞,自立,*,*,五段・ラ行,基本縮約,混じる,マジッ,マジッ
しんじこめっ	動詞,自立,*,*,一段,基本縮約,しんじこめる,シンジコメッ,シンジコメッ
ゆであがっ	動詞,自立,*,*,五段・ラ行,基本縮約,ゆであがる,ユデアガッ,ユデアガッ
寇すっ	動詞,自立,*,*,サ変・−スル,基本縮約,寇する,アダスッ,アダスッ
振りだしゃ	動詞,自立,*,*,五段・サ行,基本縮約,振りだす,フリダシャ,フリダシャ
にごらせっ	動詞,自立,*,*,一段,基本縮約,にごらせる,ニゴラセッ,ニゴラセッ
みくだせっ	動詞,自立,*,*,一段,基本縮約,みくだせる,ミクダセッ,ミクダセッ
巻き起こしゃ	動詞,自立,*,*,五段・サ行,基本縮約,巻き起こす,マキオコシャ,マキオコシャ
焼付けっ	動詞,自立,*,*,一段,基本縮約,焼付ける,ヤキツケッ,ヤキツケッ
ほとびっ	動詞,自立,*,*,一段,基本縮約,ほとびる,ホトビッ,ホトビッ
怨みゃ	動詞,自立,*,*,五段・マ行,基本縮約,怨む,ウラミャ,ウラミャ
はじまっ	動詞,自立,*,*,五段・ラ行,基本縮約,はじまる,ハジマッ,ハジマッ
取り直せっ	動詞,自立,*,*,一段,基本縮約,取り直せる,トリナオセッ,トリナオセッ
飽かしゃ	動詞,自立,*,*,五段・サ行,基本縮約,飽かす,アカシャ,アカシャ
おしいれっ	動詞,自立,*,*,一段,基本縮約,おしいれる,オシイレッ,オシイレッ
まぎれっ	動詞,自立,*,*,一段,基本縮約,まぎれる,マギレッ,マギレッ
かぶりつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,かぶりつく,カブリツキャ,カブリツキャ
あつまっ	動詞,自立,*,*,五段・ラ行,基本縮約,あつまる,アツマッ,アツマッ
誤らせっ	動詞,自立,*,*,一段,基本縮約,誤らせる,アヤマラセッ,アヤマラセッ
生き抜きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,生き抜く,イキヌキャ,イキヌキャ
急がしゃ	動詞,自立,*,*,五段・サ行,基本縮約,急がす,イソガシャ,イソガシャ
煽っ	動詞,自立,*,*,五段・ラ行,基本縮約,煽る,アオッ,アオッ
煽っ	動詞,自立,*,*,五段・ラ行,基本縮約,煽る,アフッ,アフッ
ひねくれっ	動詞,自立,*,*,一段,基本縮約,ひねくれる,ヒネクレッ,ヒネクレッ
とめゆきゃ	動詞,自立,*,*,五段・カ行促音便ユク,基本縮約,とめゆく,トメユキャ,トメユキャ
働き掛けっ	動詞,自立,*,*,一段,基本縮約,働き掛ける,ハタラキカケッ,ハタラキカケッ
やきなましゃ	動詞,自立,*,*,五段・サ行,基本縮約,やきなます,ヤキナマシャ,ヤキナマシャ
引きずり回しゃ	動詞,自立,*,*,五段・サ行,基本縮約,引きずり回す,ヒキズリマワシャ,ヒキズリマワシャ
ゆれうごきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ゆれうごく,ユレウゴキャ,ユレウゴキャ
伸し掛っ	動詞,自立,*,*,五段・ラ行,基本縮約,伸し掛る,ノシカカッ,ノシカカッ
消えっ	動詞,自立,*,*,一段,基本縮約,消える,キエッ,キエッ
振掛けっ	動詞,自立,*,*,一段,基本縮約,振掛ける,フリカケッ,フリカケッ
おぼめきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,おぼめく,オボメキャ,オボメキャ
もうしおくれっ	動詞,自立,*,*,一段,基本縮約,もうしおくれる,モウシオクレッ,モーシオクレッ
しゃぶりつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,しゃぶりつく,シャブリツキャ,シャブリツキャ
浮出しゃ	動詞,自立,*,*,五段・サ行,基本縮約,浮出す,ウキダシャ,ウキダシャ
喚きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,喚く,ワメキャ,ワメキャ
染みとおっ	動詞,自立,*,*,五段・ラ行,基本縮約,染みとおる,シミトオッ,シミトーッ
標しゃ	動詞,自立,*,*,五段・サ行,基本縮約,標す,シルシャ,シルシャ
奪えっ	動詞,自立,*,*,一段,基本縮約,奪える,ウバエッ,ウバエッ
縁付きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,縁付く,エンヅキャ,エンズキャ
歩み寄れっ	動詞,自立,*,*,一段,基本縮約,歩み寄れる,アユミヨレッ,アユミヨレッ
たいしゃ	動詞,自立,*,*,五段・サ行,基本縮約,たいす,タイシャ,タイシャ
だまかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,だまかす,ダマカシャ,ダマカシャ
湧きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,湧く,ワキャ,ワキャ
コケっ	動詞,自立,*,*,一段,基本縮約,コケる,コケッ,コケッ
ひっ付きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ひっ付く,ヒッツキャ,ヒッツキャ
思いつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,思いつく,オモイツキャ,オモイツキャ
焚けっ	動詞,自立,*,*,一段,基本縮約,焚ける,タケッ,タケッ
溺れっ	動詞,自立,*,*,一段,基本縮約,溺れる,オボレッ,オボレッ
はかなみゃ	動詞,自立,*,*,五段・マ行,基本縮約,はかなむ,ハカナミャ,ハカナミャ
きりはらえっ	動詞,自立,*,*,一段,基本縮約,きりはらえる,キリハラエッ,キリハラエッ
みまわしゃ	動詞,自立,*,*,五段・サ行,基本縮約,みまわす,ミマワシャ,ミマワシャ
巣ごもっ	動詞,自立,*,*,五段・ラ行,基本縮約,巣ごもる,スゴモッ,スゴモッ
そびやかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,そびやかす,ソビヤカシャ,ソビヤカシャ
きずつけっ	動詞,自立,*,*,一段,基本縮約,きずつける,キズツケッ,キズツケッ
傷つけっ	動詞,自立,*,*,一段,基本縮約,傷つける,キズツケッ,キズツケッ
のっとれっ	動詞,自立,*,*,一段,基本縮約,のっとれる,ノットレッ,ノットレッ
えつにいっ	動詞,自立,*,*,五段・ラ行,基本縮約,えつにいる,エツニイッ,エツニイッ
はらだちゃ	動詞,自立,*,*,五段・タ行,基本縮約,はらだつ,ハラダチャ,ハラダチャ
預かれっ	動詞,自立,*,*,一段,基本縮約,預かれる,アズカレッ,アズカレッ
たっ	動詞,非自立,*,*,五段・ラ行,基本縮約,たる,タッ,タッ
煎じっ	動詞,自立,*,*,一段,基本縮約,煎じる,センジッ,センジッ
毀れっ	動詞,自立,*,*,一段,基本縮約,毀れる,コワレッ,コワレッ
毀れっ	動詞,自立,*,*,一段,基本縮約,毀れる,コボレッ,コボレッ
おいさらばえっ	動詞,自立,*,*,一段,基本縮約,おいさらばえる,オイサラバエッ,オイサラバエッ
つき刺さっ	動詞,自立,*,*,五段・ラ行,基本縮約,つき刺さる,ツキササッ,ツキササッ
笑われっ	動詞,自立,*,*,一段,基本縮約,笑われる,ワラワレッ,ワラワレッ
かき回しゃ	動詞,自立,*,*,五段・サ行,基本縮約,かき回す,カキマワシャ,カキマワシャ
かみあわしゃ	動詞,自立,*,*,五段・サ行,基本縮約,かみあわす,カミアワシャ,カミアワシャ
たかっ	動詞,自立,*,*,五段・ラ行,基本縮約,たかる,タカッ,タカッ
はたらかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,はたらかす,ハタラカシャ,ハタラカシャ
織りまぜっ	動詞,自立,*,*,一段,基本縮約,織りまぜる,オリマゼッ,オリマゼッ
縁っ	動詞,自立,*,*,五段・ラ行,基本縮約,縁る,ヨッ,ヨッ
取りすがっ	動詞,自立,*,*,五段・ラ行,基本縮約,取りすがる,トリスガッ,トリスガッ
うっちゃらかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,うっちゃらかす,ウッチャラカシャ,ウッチャラカシャ
表わしゃ	動詞,自立,*,*,五段・サ行,基本縮約,表わす,アラワシャ,アラワシャ
型どっ	動詞,自立,*,*,五段・ラ行,基本縮約,型どる,カタドッ,カタドッ
乗り越せっ	動詞,自立,*,*,一段,基本縮約,乗り越せる,ノリコセッ,ノリコセッ
作り直しゃ	動詞,自立,*,*,五段・サ行,基本縮約,作り直す,ツクリナオシャ,ツクリナオシャ
さしちがえっ	動詞,自立,*,*,一段,基本縮約,さしちがえる,サシチガエッ,サシチガエッ
浮き上がっ	動詞,自立,*,*,五段・ラ行,基本縮約,浮き上がる,ウキアガッ,ウキアガッ
かけはなれっ	動詞,自立,*,*,一段,基本縮約,かけはなれる,カケハナレッ,カケハナレッ
眺めっ	動詞,自立,*,*,一段,基本縮約,眺める,ナガメッ,ナガメッ
見離しゃ	動詞,自立,*,*,五段・サ行,基本縮約,見離す,ミハナシャ,ミハナシャ
説き明かしゃ	動詞,自立,*,*,五段・サ行,基本縮約,説き明かす,トキアカシャ,トキアカシャ
すっぽかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,すっぽかす,スッポカシャ,スッポカシャ
いなみゃ	動詞,自立,*,*,五段・マ行,基本縮約,いなむ,イナミャ,イナミャ
てきゃ	動詞,非自立,*,*,五段・カ行促音便,基本縮約,てく,テキャ,テキャ
とうずっ	動詞,自立,*,*,サ変・−ズル,基本縮約,とうずる,トウズッ,トーズッ
連れ込みゃ	動詞,自立,*,*,五段・マ行,基本縮約,連れ込む,ツレコミャ,ツレコミャ
漉しゃ	動詞,自立,*,*,五段・サ行,基本縮約,漉す,コシャ,コシャ
持ち回っ	動詞,自立,*,*,五段・ラ行,基本縮約,持ち回る,モチマワッ,モチマワッ
しとげっ	動詞,自立,*,*,一段,基本縮約,しとげる,シトゲッ,シトゲッ
かき混ぜっ	動詞,自立,*,*,一段,基本縮約,かき混ぜる,カキマゼッ,カキマゼッ
差し掛かっ	動詞,自立,*,*,五段・ラ行,基本縮約,差し掛かる,サシカカッ,サシカカッ
取り散らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,取り散らす,トリチラシャ,トリチラシャ
癒えっ	動詞,自立,*,*,一段,基本縮約,癒える,イエッ,イエッ
晴れ上がっ	動詞,自立,*,*,五段・ラ行,基本縮約,晴れ上がる,ハレアガッ,ハレアガッ
失すっ	動詞,自立,*,*,サ変・−スル,基本縮約,失する,シッスッ,シッスッ
つぎこみゃ	動詞,自立,*,*,五段・マ行,基本縮約,つぎこむ,ツギコミャ,ツギコミャ
言い漏らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,言い漏らす,イイモラシャ,イーモラシャ
おぼしゃ	動詞,自立,*,*,五段・サ行,基本縮約,おぼす,オボシャ,オボシャ
バレっ	動詞,自立,*,*,一段,基本縮約,バレる,バレッ,バレッ
ほそっ	動詞,自立,*,*,五段・ラ行,基本縮約,ほそる,ホソッ,ホソッ
ゆっ	動詞,自立,*,*,五段・ラ行,基本縮約,ゆる,ユッ,ユッ
こさえっ	動詞,自立,*,*,一段,基本縮約,こさえる,コサエッ,コサエッ
鬻ぎゃ	動詞,自立,*,*,五段・ガ行,基本縮約,鬻ぐ,ヒサギャ,ヒサギャ
