とん	動詞,非自立,*,*,五段・ラ行,未然特殊,て＋おる,トン,トン
帰さん	動詞,自立,*,*,五段・サ行,未然特殊,帰す,カエサン,カエサン
たたまん	動詞,自立,*,*,五段・マ行,未然特殊,たたむ,タタマン,タタマン
もちなおさん	動詞,自立,*,*,五段・サ行,未然特殊,もちなおす,モチナオサン,モチナオサン
やまん	動詞,自立,*,*,五段・マ行,未然特殊,やむ,ヤマン,ヤマン
乗越さん	動詞,自立,*,*,五段・サ行,未然特殊,乗越す,ノリコサン,ノリコサン
すっこまん	動詞,自立,*,*,五段・マ行,未然特殊,すっこむ,スッコマン,スッコマン
阻まん	動詞,自立,*,*,五段・マ行,未然特殊,阻む,ハバマン,ハバマン
ふっ飛ばん	動詞,自立,*,*,五段・バ行,未然特殊,ふっ飛ぶ,フットバン,フットバン
向かい合わさん	動詞,自立,*,*,五段・サ行,未然特殊,向かい合わす,ムカイアワサン,ムカイアワサン
なきふさん	動詞,自立,*,*,五段・サ行,未然特殊,なきふす,ナキフサン,ナキフサン
つけ足さん	動詞,自立,*,*,五段・サ行,未然特殊,つけ足す,ツケタサン,ツケタサン
刷り込まん	動詞,自立,*,*,五段・マ行,未然特殊,刷り込む,スリコマン,スリコマン
焦げつかさん	動詞,自立,*,*,五段・サ行,未然特殊,焦げつかす,コゲツカサン,コゲツカサン
隠さん	動詞,自立,*,*,五段・サ行,未然特殊,隠す,カクサン,カクサン
そだたん	動詞,自立,*,*,五段・タ行,未然特殊,そだつ,ソダタン,ソダタン
いびりださん	動詞,自立,*,*,五段・サ行,未然特殊,いびりだす,イビリダサン,イビリダサン
受流さん	動詞,自立,*,*,五段・サ行,未然特殊,受流す,ウケナガサン,ウケナガサン
啄まん	動詞,自立,*,*,五段・マ行,未然特殊,啄む,ツイバマン,ツイバマン
のりださん	動詞,自立,*,*,五段・サ行,未然特殊,のりだす,ノリダサン,ノリダサン
立ちつくさん	動詞,自立,*,*,五段・サ行,未然特殊,立ちつくす,タチツクサン,タチツクサン
せめあぐまん	動詞,自立,*,*,五段・マ行,未然特殊,せめあぐむ,セメアグマン,セメアグマン
さしかざさん	動詞,自立,*,*,五段・サ行,未然特殊,さしかざす,サシカザサン,サシカザサン
目指さん	動詞,自立,*,*,五段・サ行,未然特殊,目指す,メザサン,メザサン
落ちこまん	動詞,自立,*,*,五段・マ行,未然特殊,落ちこむ,オチコマン,オチコマン
かたん	動詞,自立,*,*,五段・タ行,未然特殊,かつ,カタン,カタン
くずさん	動詞,自立,*,*,五段・サ行,未然特殊,くずす,クズサン,クズサン
悩まん	動詞,自立,*,*,五段・マ行,未然特殊,悩む,ナヤマン,ナヤマン
役だたん	動詞,自立,*,*,五段・タ行,未然特殊,役だつ,ヤクダタン,ヤクダタン
きらさん	動詞,自立,*,*,五段・サ行,未然特殊,きらす,キラサン,キラサン
穿たん	動詞,自立,*,*,五段・タ行,未然特殊,穿つ,ウガタン,ウガタン
みつがん	動詞,自立,*,*,五段・ガ行,未然特殊,みつぐ,ミツガン,ミツガン
かがさん	動詞,自立,*,*,五段・サ行,未然特殊,かがす,カガサン,カガサン
暮らさん	動詞,自立,*,*,五段・サ行,未然特殊,暮らす,クラサン,クラサン
持ちこまん	動詞,自立,*,*,五段・マ行,未然特殊,持ちこむ,モチコマン,モチコマン
振りださん	動詞,自立,*,*,五段・サ行,未然特殊,振りだす,フリダサン,フリダサン
巻き起こさん	動詞,自立,*,*,五段・サ行,未然特殊,巻き起こす,マキオコサン,マキオコサン
怨まん	動詞,自立,*,*,五段・マ行,未然特殊,怨む,ウラマン,ウラマン
飽かさん	動詞,自立,*,*,五段・サ行,未然特殊,飽かす,アカサン,アカサン
急がさん	動詞,自立,*,*,五段・サ行,未然特殊,急がす,イソガサン,イソガサン
やきなまさん	動詞,自立,*,*,五段・サ行,未然特殊,やきなます,ヤキナマサン,ヤキナマサン
引きずり回さん	動詞,自立,*,*,五段・サ行,未然特殊,引きずり回す,ヒキズリマワサン,ヒキズリマワサン
浮出さん	動詞,自立,*,*,五段・サ行,未然特殊,浮出す,ウキダサン,ウキダサン
標さん	動詞,自立,*,*,五段・サ行,未然特殊,標す,シルサン,シルサン
たいさん	動詞,自立,*,*,五段・サ行,未然特殊,たいす,タイサン,タイサン
だまかさん	動詞,自立,*,*,五段・サ行,未然特殊,だまかす,ダマカサン,ダマカサン
はかなまん	動詞,自立,*,*,五段・マ行,未然特殊,はかなむ,ハカナマン,ハカナマン
みまわさん	動詞,自立,*,*,五段・サ行,未然特殊,みまわす,ミマワサン,ミマワサン
そびやかさん	動詞,自立,*,*,五段・サ行,未然特殊,そびやかす,ソビヤカサン,ソビヤカサン
はらだたん	動詞,自立,*,*,五段・タ行,未然特殊,はらだつ,ハラダタン,ハラダタン
かき回さん	動詞,自立,*,*,五段・サ行,未然特殊,かき回す,カキマワサン,カキマワサン
かみあわさん	動詞,自立,*,*,五段・サ行,未然特殊,かみあわす,カミアワサン,カミアワサン
はたらかさん	動詞,自立,*,*,五段・サ行,未然特殊,はたらかす,ハタラカサン,ハタラカサン
うっちゃらかさん	動詞,自立,*,*,五段・サ行,未然特殊,うっちゃらかす,ウッチャラカサン,ウッチャラカサン
表わさん	動詞,自立,*,*,五段・サ行,未然特殊,表わす,アラワサン,アラワサン
作り直さん	動詞,自立,*,*,五段・サ行,未然特殊,作り直す,ツクリナオサン,ツクリナオサン
見離さん	動詞,自立,*,*,五段・サ行,未然特殊,見離す,ミハナサン,ミハナサン
説き明かさん	動詞,自立,*,*,五段・サ行,未然特殊,説き明かす,トキアカサン,トキアカサン
すっぽかさん	動詞,自立,*,*,五段・サ行,未然特殊,すっぽかす,スッポカサン,スッポカサン
いなまん	動詞,自立,*,*,五段・マ行,未然特殊,いなむ,イナマン,イナマン
連れ込まん	動詞,自立,*,*,五段・マ行,未然特殊,連れ込む,ツレコマン,ツレコマン
漉さん	動詞,自立,*,*,五段・サ行,未然特殊,漉す,コサン,コサン
取り散らさん	動詞,自立,*,*,五段・サ行,未然特殊,取り散らす,トリチラサン,トリチラサン
つぎこまん	動詞,自立,*,*,五段・マ行,未然特殊,つぎこむ,ツギコマン,ツギコマン
言い漏らさん	動詞,自立,*,*,五段・サ行,未然特殊,言い漏らす,イイモラサ,イーモラサ
おぼさん	動詞,自立,*,*,五段・サ行,未然特殊,おぼす,オボサン,オボサン
鬻がん	動詞,自立,*,*,五段・ガ行,未然特殊,鬻ぐ,ヒサガン,ヒサガン
めざさん	動詞,自立,*,*,五段・サ行,未然特殊,めざす,メザサン,メザサン
蕾まん	動詞,自立,*,*,五段・マ行,未然特殊,蕾む,ツボマン,ツボマン
ぬがさん	動詞,自立,*,*,五段・サ行,未然特殊,ぬがす,ヌガサン,ヌガサン
浮かさん	動詞,自立,*,*,五段・サ行,未然特殊,浮かす,ウカサン,ウカサン
からまん	動詞,自立,*,*,五段・マ行,未然特殊,からむ,カラマン,カラマン
銘打たん	動詞,自立,*,*,五段・タ行,未然特殊,銘打つ,メイウタン,メイウタン
付け足さん	動詞,自立,*,*,五段・サ行,未然特殊,付け足す,ツケタサン,ツケタサン
跳ばん	動詞,自立,*,*,五段・バ行,未然特殊,跳ぶ,トバン,トバン
怒らさん	動詞,自立,*,*,五段・サ行,未然特殊,怒らす,イカラサン,イカラサン
追い散らさん	動詞,自立,*,*,五段・サ行,未然特殊,追い散らす,オイチラサン,オイチラサン
笑わさん	動詞,自立,*,*,五段・サ行,未然特殊,笑わす,ワラワサン,ワラワサン
呼び込まん	動詞,自立,*,*,五段・マ行,未然特殊,呼び込む,ヨビコマン,ヨビコマン
そくさん	動詞,自立,*,*,五段・サ行,未然特殊,そくす,ソクサン,ソクサン
さそいあわさん	動詞,自立,*,*,五段・サ行,未然特殊,さそいあわす,サソイアワサン,サソイアワサン
平伏さん	動詞,自立,*,*,五段・サ行,未然特殊,平伏す,ヒレフサン,ヒレフサン
わりださん	動詞,自立,*,*,五段・サ行,未然特殊,わりだす,ワリダサン,ワリダサン
突っ放さん	動詞,自立,*,*,五段・サ行,未然特殊,突っ放す,ツッパナサン,ツッパナサン
せきこまん	動詞,自立,*,*,五段・マ行,未然特殊,せきこむ,セキコマン,セキコマン
涙ぐまん	動詞,自立,*,*,五段・マ行,未然特殊,涙ぐむ,ナミダグマン,ナミダグマン
つままん	動詞,自立,*,*,五段・マ行,未然特殊,つまむ,ツママン,ツママン
小戻さん	動詞,自立,*,*,五段・サ行,未然特殊,小戻す,コモドサン,コモドサン
にぎやかさん	動詞,自立,*,*,五段・サ行,未然特殊,にぎやかす,ニギヤカサン,ニギヤカサン
託たん	動詞,自立,*,*,五段・タ行,未然特殊,託つ,カコタン,カコタン
したたらさん	動詞,自立,*,*,五段・サ行,未然特殊,したたらす,シタタラサン,シタタラサン
見通さん	動詞,自立,*,*,五段・サ行,未然特殊,見通す,ミトオサン,ミトオサン
きあわさん	動詞,自立,*,*,五段・サ行,未然特殊,きあわす,キアワサン,キアワサン
しぼまん	動詞,自立,*,*,五段・マ行,未然特殊,しぼむ,シボマン,シボマン
見回さん	動詞,自立,*,*,五段・サ行,未然特殊,見回す,ミマワサン,ミマワサン
病まん	動詞,自立,*,*,五段・マ行,未然特殊,病む,ヤマン,ヤマン
膨らまん	動詞,自立,*,*,五段・マ行,未然特殊,膨らむ,フクラマン,フクラマン
引き返さん	動詞,自立,*,*,五段・サ行,未然特殊,引き返す,ヒキカエサン,ヒキカエサン
出つくさん	動詞,自立,*,*,五段・サ行,未然特殊,出つくす,デツクサン,デツクサン
たもたん	動詞,自立,*,*,五段・タ行,未然特殊,たもつ,タモタン,タモタン
こわさん	動詞,自立,*,*,五段・サ行,未然特殊,こわす,コワサン,コワサン
押し込まん	動詞,自立,*,*,五段・マ行,未然特殊,押し込む,オシコマン,オシコマン
あらいながさん	動詞,自立,*,*,五段・サ行,未然特殊,あらいながす,アライナガサン,アライナガサン
とけ込まん	動詞,自立,*,*,五段・マ行,未然特殊,とけ込む,トケコマン,トケコマン
とまりこまん	動詞,自立,*,*,五段・マ行,未然特殊,とまりこむ,トマリコマン,トマリコマン
焦がさん	動詞,自立,*,*,五段・サ行,未然特殊,焦がす,コガサン,コガサン
泊り込まん	動詞,自立,*,*,五段・マ行,未然特殊,泊り込む,トマリコマン,トマリコマン
目ざさん	動詞,自立,*,*,五段・サ行,未然特殊,目ざす,メザサン,メザサン
みはなさん	動詞,自立,*,*,五段・サ行,未然特殊,みはなす,ミハナサン,ミハナサン
引き回さん	動詞,自立,*,*,五段・サ行,未然特殊,引き回す,ヒキマワサン,ヒキマワサン
悩まさん	動詞,自立,*,*,五段・サ行,未然特殊,悩ます,ナヤマサン,ナヤマサン
住み成さん	動詞,自立,*,*,五段・サ行,未然特殊,住み成す,スミナサン,スミナサン
かけ込まん	動詞,自立,*,*,五段・マ行,未然特殊,かけ込む,カケコマン,カケコマン
融かさん	動詞,自立,*,*,五段・サ行,未然特殊,融かす,トカサン,トカサン
つきあわさん	動詞,自立,*,*,五段・サ行,未然特殊,つきあわす,ツキアワサン,ツキアワサン
かきのこさん	動詞,自立,*,*,五段・サ行,未然特殊,かきのこす,カキノコサン,カキノコサン
射し込まん	動詞,自立,*,*,五段・マ行,未然特殊,射し込む,サシコマン,サシコマン
ふるいおこさん	動詞,自立,*,*,五段・サ行,未然特殊,ふるいおこす,フルイオコサン,フルイオコサン
ちょろまかさん	動詞,自立,*,*,五段・サ行,未然特殊,ちょろまかす,チョロマカサン,チョロマカサン
たらし込まん	動詞,自立,*,*,五段・マ行,未然特殊,たらし込む,タラシコマン,タラシコマン
這いださん	動詞,自立,*,*,五段・サ行,未然特殊,這いだす,ハイダサン,ハイダサン
あわ立たん	動詞,自立,*,*,五段・タ行,未然特殊,あわ立つ,アワダタン,アワダタン
めさん	動詞,自立,*,*,五段・サ行,未然特殊,めす,メサン,メサン
触れこまん	動詞,自立,*,*,五段・マ行,未然特殊,触れこむ,フレコマン,フレコマン
たたき込まん	動詞,自立,*,*,五段・マ行,未然特殊,たたき込む,タタキコマン,タタキコマン
すが立たん	動詞,自立,*,*,五段・タ行,未然特殊,すが立つ,スガタタン,スガタタン
ひねりまわさん	動詞,自立,*,*,五段・サ行,未然特殊,ひねりまわす,ヒネリマワサン,ヒネリマワサン
おいこさん	動詞,自立,*,*,五段・サ行,未然特殊,おいこす,オイコサン,オイコサン
践まん	動詞,自立,*,*,五段・マ行,未然特殊,践む,フマン,フマン
割り込まん	動詞,自立,*,*,五段・マ行,未然特殊,割り込む,ワリコマン,ワリコマン
受け継がん	動詞,自立,*,*,五段・ガ行,未然特殊,受け継ぐ,ウケツガン,ウケツガン
こじらさん	動詞,自立,*,*,五段・サ行,未然特殊,こじらす,コジラサン,コジラサン
おしもどさん	動詞,自立,*,*,五段・サ行,未然特殊,おしもどす,オシモドサン,オシモドサン
はじき返さん	動詞,自立,*,*,五段・サ行,未然特殊,はじき返す,ハジキカエサン,ハジキカエサン
きりおとさん	動詞,自立,*,*,五段・サ行,未然特殊,きりおとす,キリオトサン,キリオトサン
つくさん	動詞,非自立,*,*,五段・サ行,未然特殊,つくす,ツクサン,ツクサン
済まん	動詞,自立,*,*,五段・マ行,未然特殊,済む,スマン,スマン
すべりださん	動詞,自立,*,*,五段・サ行,未然特殊,すべりだす,スベリダサン,スベリダサン
透かさん	動詞,自立,*,*,五段・サ行,未然特殊,透かす,スカサン,スカサン
産さん	動詞,自立,*,*,五段・サ行,未然特殊,産す,ムサン,ムサン
捲き込まん	動詞,自立,*,*,五段・マ行,未然特殊,捲き込む,マキコマン,マキコマン
